,Palavra,Artista,Quantidade_y,Quantidade_total,Gênero,Década de nascimento,UF de nascimento,Nome
28913,depois,elton-medeiros,2,1839,Homem,1930-1939,RJ,Elton Medeiros
28914,desejar,elton-medeiros,2,1051,Homem,1930-1939,RJ,Elton Medeiros
28915,destinar,elton-medeiros,1,562,Homem,1930-1939,RJ,Elton Medeiros
28916,deus,elton-medeiros,3,3257,Homem,1930-1939,RJ,Elton Medeiros
28917,dia,elton-medeiros,4,4842,Homem,1930-1939,RJ,Elton Medeiros
28918,dizer,elton-medeiros,9,8012,Homem,1930-1939,RJ,Elton Medeiros
28919,dor,elton-medeiros,8,2290,Homem,1930-1939,RJ,Elton Medeiros
28920,embora,elton-medeiros,1,1492,Homem,1930-1939,RJ,Elton Medeiros
28921,entender,elton-medeiros,1,970,Homem,1930-1939,RJ,Elton Medeiros
28922,entrar,elton-medeiros,3,1652,Homem,1930-1939,RJ,Elton Medeiros
28923,esquecer,elton-medeiros,3,2291,Homem,1930-1939,RJ,Elton Medeiros
28924,falar,elton-medeiros,5,2676,Homem,1930-1939,RJ,Elton Medeiros
28925,faltar,elton-medeiros,3,925,Homem,1930-1939,RJ,Elton Medeiros
28926,felicidade,elton-medeiros,1,1110,Homem,1930-1939,RJ,Elton Medeiros
28927,festa,elton-medeiros,1,808,Homem,1930-1939,RJ,Elton Medeiros
28928,fim,elton-medeiros,3,1834,Homem,1930-1939,RJ,Elton Medeiros
28929,flor,elton-medeiros,1,1265,Homem,1930-1939,RJ,Elton Medeiros
28930,fogo,elton-medeiros,1,724,Homem,1930-1939,RJ,Elton Medeiros
28931,forte,elton-medeiros,1,723,Homem,1930-1939,RJ,Elton Medeiros
28932,fugir,elton-medeiros,3,584,Homem,1930-1939,RJ,Elton Medeiros
28933,ganhar,elton-medeiros,1,720,Homem,1930-1939,RJ,Elton Medeiros
28934,gente,elton-medeiros,5,5724,Homem,1930-1939,RJ,Elton Medeiros
28935,guardar,elton-medeiros,2,807,Homem,1930-1939,RJ,Elton Medeiros
28936,hoje,elton-medeiros,1,2878,Homem,1930-1939,RJ,Elton Medeiros
28937,homem,elton-medeiros,1,1384,Homem,1930-1939,RJ,Elton Medeiros
28938,hora,elton-medeiros,3,2096,Homem,1930-1939,RJ,Elton Medeiros
28939,ilusão,elton-medeiros,2,847,Homem,1930-1939,RJ,Elton Medeiros
28940,inteirar,elton-medeiros,1,1032,Homem,1930-1939,RJ,Elton Medeiros
28941,jamais,elton-medeiros,1,638,Homem,1930-1939,RJ,Elton Medeiros
28942,jeito,elton-medeiros,1,1733,Homem,1930-1939,RJ,Elton Medeiros
28943,jogar,elton-medeiros,4,1562,Homem,1930-1939,RJ,Elton Medeiros
28944,jurar,elton-medeiros,1,789,Homem,1930-1939,RJ,Elton Medeiros
28945,lado,elton-medeiros,2,1321,Homem,1930-1939,RJ,Elton Medeiros
28946,lembrar,elton-medeiros,1,1250,Homem,1930-1939,RJ,Elton Medeiros
28947,levar,elton-medeiros,3,2918,Homem,1930-1939,RJ,Elton Medeiros
28948,linda,elton-medeiros,1,843,Homem,1930-1939,RJ,Elton Medeiros
28949,louco,elton-medeiros,1,1032,Homem,1930-1939,RJ,Elton Medeiros
28950,lugar,elton-medeiros,3,1602,Homem,1930-1939,RJ,Elton Medeiros
28951,madrugar,elton-medeiros,2,674,Homem,1930-1939,RJ,Elton Medeiros
28952,mal,elton-medeiros,4,1934,Homem,1930-1939,RJ,Elton Medeiros
28953,mandar,elton-medeiros,2,1580,Homem,1930-1939,RJ,Elton Medeiros
28954,manhã,elton-medeiros,3,794,Homem,1930-1939,RJ,Elton Medeiros
28955,maria,elton-medeiros,2,1022,Homem,1930-1939,RJ,Elton Medeiros
28956,menino,elton-medeiros,1,1627,Homem,1930-1939,RJ,Elton Medeiros
28957,mesmo,elton-medeiros,3,2388,Homem,1930-1939,RJ,Elton Medeiros
28958,morar,elton-medeiros,2,1152,Homem,1930-1939,RJ,Elton Medeiros
28959,morrer,elton-medeiros,3,2666,Homem,1930-1939,RJ,Elton Medeiros
28960,mulher,elton-medeiros,2,2994,Homem,1930-1939,RJ,Elton Medeiros
28961,mundo,elton-medeiros,3,3522,Homem,1930-1939,RJ,Elton Medeiros
28962,mão,elton-medeiros,2,2300,Homem,1930-1939,RJ,Elton Medeiros
28963,nascer,elton-medeiros,5,1401,Homem,1930-1939,RJ,Elton Medeiros
28964,negro,elton-medeiros,1,671,Homem,1930-1939,RJ,Elton Medeiros
28965,ninguém,elton-medeiros,3,3085,Homem,1930-1939,RJ,Elton Medeiros
28966,noite,elton-medeiros,2,2864,Homem,1930-1939,RJ,Elton Medeiros
28967,nome,elton-medeiros,1,928,Homem,1930-1939,RJ,Elton Medeiros
28968,novo,elton-medeiros,3,1685,Homem,1930-1939,RJ,Elton Medeiros
28969,nunca,elton-medeiros,1,2565,Homem,1930-1939,RJ,Elton Medeiros
28970,olhar,elton-medeiros,4,4919,Homem,1930-1939,RJ,Elton Medeiros
28971,outro,elton-medeiros,6,2805,Homem,1930-1939,RJ,Elton Medeiros
28972,ouvir,elton-medeiros,1,1639,Homem,1930-1939,RJ,Elton Medeiros
28973,paixão,elton-medeiros,2,1591,Homem,1930-1939,RJ,Elton Medeiros
28974,parecer,elton-medeiros,1,793,Homem,1930-1939,RJ,Elton Medeiros
28975,parir,elton-medeiros,2,3158,Homem,1930-1939,RJ,Elton Medeiros
28976,passar,elton-medeiros,3,4368,Homem,1930-1939,RJ,Elton Medeiros
28977,paz,elton-medeiros,1,1855,Homem,1930-1939,RJ,Elton Medeiros
28978,pegar,elton-medeiros,3,1843,Homem,1930-1939,RJ,Elton Medeiros
28979,peitar,elton-medeiros,5,1462,Homem,1930-1939,RJ,Elton Medeiros
28980,pelo,elton-medeiros,1,598,Homem,1930-1939,RJ,Elton Medeiros
28981,penar,elton-medeiros,2,1260,Homem,1930-1939,RJ,Elton Medeiros
28982,pensar,elton-medeiros,1,2418,Homem,1930-1939,RJ,Elton Medeiros
28983,perdoar,elton-medeiros,1,606,Homem,1930-1939,RJ,Elton Medeiros
28984,perguntar,elton-medeiros,1,563,Homem,1930-1939,RJ,Elton Medeiros
28985,plantar,elton-medeiros,1,762,Homem,1930-1939,RJ,Elton Medeiros
28986,poder,elton-medeiros,3,7634,Homem,1930-1939,RJ,Elton Medeiros
28987,prazer,elton-medeiros,1,1042,Homem,1930-1939,RJ,Elton Medeiros
28988,procurar,elton-medeiros,4,2198,Homem,1930-1939,RJ,Elton Medeiros
28989,qual,elton-medeiros,1,654,Homem,1930-1939,RJ,Elton Medeiros
28990,quase,elton-medeiros,2,764,Homem,1930-1939,RJ,Elton Medeiros
28991,razão,elton-medeiros,2,1038,Homem,1930-1939,RJ,Elton Medeiros
28992,rei,elton-medeiros,1,998,Homem,1930-1939,RJ,Elton Medeiros
28993,rodar,elton-medeiros,1,884,Homem,1930-1939,RJ,Elton Medeiros
28994,sambar,elton-medeiros,14,6306,Homem,1930-1939,RJ,Elton Medeiros
28995,santo,elton-medeiros,1,780,Homem,1930-1939,RJ,Elton Medeiros
28996,saudade,elton-medeiros,3,2670,Homem,1930-1939,RJ,Elton Medeiros
28997,seguir,elton-medeiros,1,771,Homem,1930-1939,RJ,Elton Medeiros
28998,sempre,elton-medeiros,9,3360,Homem,1930-1939,RJ,Elton Medeiros
28999,sentir,elton-medeiros,7,3125,Homem,1930-1939,RJ,Elton Medeiros
29000,sobrar,elton-medeiros,1,608,Homem,1930-1939,RJ,Elton Medeiros
29001,sofrer,elton-medeiros,3,2090,Homem,1930-1939,RJ,Elton Medeiros
29002,sol,elton-medeiros,5,2154,Homem,1930-1939,RJ,Elton Medeiros
29003,solidão,elton-medeiros,1,878,Homem,1930-1939,RJ,Elton Medeiros
29004,som,elton-medeiros,1,643,Homem,1930-1939,RJ,Elton Medeiros
29005,sonhar,elton-medeiros,2,2462,Homem,1930-1939,RJ,Elton Medeiros
29006,sorrir,elton-medeiros,5,1303,Homem,1930-1939,RJ,Elton Medeiros
29007,suar,elton-medeiros,3,3445,Homem,1930-1939,RJ,Elton Medeiros
29008,subir,elton-medeiros,4,519,Homem,1930-1939,RJ,Elton Medeiros
29009,tempo,elton-medeiros,5,3470,Homem,1930-1939,RJ,Elton Medeiros
29010,tentar,elton-medeiros,1,1107,Homem,1930-1939,RJ,Elton Medeiros
29011,tomar,elton-medeiros,1,897,Homem,1930-1939,RJ,Elton Medeiros
29012,trazer,elton-medeiros,2,1614,Homem,1930-1939,RJ,Elton Medeiros
29013,tristeza,elton-medeiros,2,1071,Homem,1930-1939,RJ,Elton Medeiros
29014,valer,elton-medeiros,1,1283,Homem,1930-1939,RJ,Elton Medeiros
29015,ventar,elton-medeiros,1,911,Homem,1930-1939,RJ,Elton Medeiros
29016,ver,elton-medeiros,3,9632,Homem,1930-1939,RJ,Elton Medeiros
29017,vida,elton-medeiros,9,6401,Homem,1930-1939,RJ,Elton Medeiros
29018,virar,elton-medeiros,1,1109,Homem,1930-1939,RJ,Elton Medeiros
29019,viver,elton-medeiros,4,4828,Homem,1930-1939,RJ,Elton Medeiros
29020,voltar,elton-medeiros,4,3429,Homem,1930-1939,RJ,Elton Medeiros
29021,abrir,farofa-carioca,2,912,Grupo,,,Farofa Carioca
29022,achar,farofa-carioca,1,1151,Grupo,,,Farofa Carioca
29023,acontecer,farofa-carioca,5,929,Grupo,,,Farofa Carioca
29024,acordar,farofa-carioca,2,698,Grupo,,,Farofa Carioca
29025,acreditar,farofa-carioca,1,756,Grupo,,,Farofa Carioca
29026,agora,farofa-carioca,9,2881,Grupo,,,Farofa Carioca
29027,alegria,farofa-carioca,2,1494,Grupo,,,Farofa Carioca
29028,algum,farofa-carioca,3,538,Grupo,,,Farofa Carioca
29029,almo,farofa-carioca,3,613,Grupo,,,Farofa Carioca
29030,alto,farofa-carioca,5,649,Grupo,,,Farofa Carioca
29031,amar,farofa-carioca,4,9816,Grupo,,,Farofa Carioca
29032,amor,farofa-carioca,10,31458,Grupo,,,Farofa Carioca
29033,andar,farofa-carioca,5,1990,Grupo,,,Farofa Carioca
29034,ano,farofa-carioca,4,667,Grupo,,,Farofa Carioca
29035,aprender,farofa-carioca,7,704,Grupo,,,Farofa Carioca
29036,ar,farofa-carioca,1,778,Grupo,,,Farofa Carioca
29037,balançar,farofa-carioca,1,668,Grupo,,,Farofa Carioca
29038,batucar,farofa-carioca,1,526,Grupo,,,Farofa Carioca
29039,beber,farofa-carioca,2,983,Grupo,,,Farofa Carioca
29040,beleza,farofa-carioca,1,765,Grupo,,,Farofa Carioca
29041,belo,farofa-carioca,3,561,Grupo,,,Farofa Carioca
29042,boca,farofa-carioca,2,1198,Grupo,,,Farofa Carioca
29043,bolar,farofa-carioca,4,545,Grupo,,,Farofa Carioca
29044,bom,farofa-carioca,6,3691,Grupo,,,Farofa Carioca
29045,bonito,farofa-carioca,2,1166,Grupo,,,Farofa Carioca
29046,branco,farofa-carioca,1,706,Grupo,,,Farofa Carioca
29047,brasil,farofa-carioca,21,1094,Grupo,,,Farofa Carioca
29048,brasileiro,farofa-carioca,7,549,Grupo,,,Farofa Carioca
29049,braço,farofa-carioca,1,799,Grupo,,,Farofa Carioca
29050,brigar,farofa-carioca,2,610,Grupo,,,Farofa Carioca
29051,brincar,farofa-carioca,3,742,Grupo,,,Farofa Carioca
29052,buscar,farofa-carioca,2,674,Grupo,,,Farofa Carioca
29053,cair,farofa-carioca,3,1544,Grupo,,,Farofa Carioca
29054,calar,farofa-carioca,1,549,Grupo,,,Farofa Carioca
29055,caminhar,farofa-carioca,2,1179,Grupo,,,Farofa Carioca
29056,cansar,farofa-carioca,2,880,Grupo,,,Farofa Carioca
29057,cantar,farofa-carioca,12,8891,Grupo,,,Farofa Carioca
29058,caro,farofa-carioca,7,2089,Grupo,,,Farofa Carioca
29059,casar,farofa-carioca,9,2147,Grupo,,,Farofa Carioca
29060,certa,farofa-carioca,2,522,Grupo,,,Farofa Carioca
29061,chamar,farofa-carioca,6,1650,Grupo,,,Farofa Carioca
29062,chegar,farofa-carioca,15,4489,Grupo,,,Farofa Carioca
29063,cheio,farofa-carioca,4,743,Grupo,,,Farofa Carioca
29064,chorar,farofa-carioca,1,4386,Grupo,,,Farofa Carioca
29065,cidade,farofa-carioca,4,1002,Grupo,,,Farofa Carioca
29066,cima,farofa-carioca,6,979,Grupo,,,Farofa Carioca
29067,coisa,farofa-carioca,3,2410,Grupo,,,Farofa Carioca
29068,comer,farofa-carioca,9,4536,Grupo,,,Farofa Carioca
29069,comigo,farofa-carioca,1,1583,Grupo,,,Farofa Carioca
29070,conhecer,farofa-carioca,6,878,Grupo,,,Farofa Carioca
29071,conseguir,farofa-carioca,3,767,Grupo,,,Farofa Carioca
29072,contar,farofa-carioca,1,1269,Grupo,,,Farofa Carioca
29073,cor,farofa-carioca,2,821,Grupo,,,Farofa Carioca
29074,coração,farofa-carioca,3,6266,Grupo,,,Farofa Carioca
29075,corpo,farofa-carioca,5,1523,Grupo,,,Farofa Carioca
29076,correr,farofa-carioca,4,1081,Grupo,,,Farofa Carioca
29077,criança,farofa-carioca,2,708,Grupo,,,Farofa Carioca
29078,céu,farofa-carioca,1,2061,Grupo,,,Farofa Carioca
29079,dançar,farofa-carioca,1,1429,Grupo,,,Farofa Carioca
29080,dentro,farofa-carioca,1,1212,Grupo,,,Farofa Carioca
29081,depois,farofa-carioca,1,1839,Grupo,,,Farofa Carioca
29082,desde,farofa-carioca,2,562,Grupo,,,Farofa Carioca
29083,deus,farofa-carioca,4,3257,Grupo,,,Farofa Carioca
29084,dever,farofa-carioca,1,955,Grupo,,,Farofa Carioca
29085,dia,farofa-carioca,9,4842,Grupo,,,Farofa Carioca
29086,dinheiro,farofa-carioca,5,680,Grupo,,,Farofa Carioca
29087,dizer,farofa-carioca,10,8012,Grupo,,,Farofa Carioca
29088,dono,farofa-carioca,5,564,Grupo,,,Farofa Carioca
29089,dor,farofa-carioca,2,2290,Grupo,,,Farofa Carioca
29090,dormir,farofa-carioca,1,868,Grupo,,,Farofa Carioca
29091,embora,farofa-carioca,1,1492,Grupo,,,Farofa Carioca
29092,entrar,farofa-carioca,1,1652,Grupo,,,Farofa Carioca
29093,errar,farofa-carioca,1,872,Grupo,,,Farofa Carioca
29094,esperançar,farofa-carioca,2,622,Grupo,,,Farofa Carioca
29095,esperar,farofa-carioca,1,1753,Grupo,,,Farofa Carioca
29096,esquecer,farofa-carioca,1,2291,Grupo,,,Farofa Carioca
29097,falar,farofa-carioca,6,2676,Grupo,,,Farofa Carioca
29098,falir,farofa-carioca,1,940,Grupo,,,Farofa Carioca
29099,faltar,farofa-carioca,2,925,Grupo,,,Farofa Carioca
29100,feliz,farofa-carioca,1,2585,Grupo,,,Farofa Carioca
29101,festa,farofa-carioca,1,808,Grupo,,,Farofa Carioca
29102,fim,farofa-carioca,1,1834,Grupo,,,Farofa Carioca
29103,fogo,farofa-carioca,1,724,Grupo,,,Farofa Carioca
29104,forte,farofa-carioca,1,723,Grupo,,,Farofa Carioca
29105,frente,farofa-carioca,1,637,Grupo,,,Farofa Carioca
29106,fundir,farofa-carioca,1,635,Grupo,,,Farofa Carioca
29107,gente,farofa-carioca,6,5724,Grupo,,,Farofa Carioca
29108,gostar,farofa-carioca,2,2259,Grupo,,,Farofa Carioca
29109,grande,farofa-carioca,4,1626,Grupo,,,Farofa Carioca
29110,gritar,farofa-carioca,1,642,Grupo,,,Farofa Carioca
29111,guardar,farofa-carioca,1,807,Grupo,,,Farofa Carioca
29112,história,farofa-carioca,2,728,Grupo,,,Farofa Carioca
29113,hoje,farofa-carioca,6,2878,Grupo,,,Farofa Carioca
29114,homem,farofa-carioca,3,1384,Grupo,,,Farofa Carioca
29115,hora,farofa-carioca,9,2096,Grupo,,,Farofa Carioca
29116,igual,farofa-carioca,3,658,Grupo,,,Farofa Carioca
29117,inteirar,farofa-carioca,2,1032,Grupo,,,Farofa Carioca
29118,irmão,farofa-carioca,6,590,Grupo,,,Farofa Carioca
29119,jogar,farofa-carioca,6,1562,Grupo,,,Farofa Carioca
29120,juntar,farofa-carioca,4,544,Grupo,,,Farofa Carioca
29121,lado,farofa-carioca,5,1321,Grupo,,,Farofa Carioca
29122,ler,farofa-carioca,3,934,Grupo,,,Farofa Carioca
29123,levar,farofa-carioca,4,2918,Grupo,,,Farofa Carioca
29124,ligar,farofa-carioca,2,835,Grupo,,,Farofa Carioca
29125,linda,farofa-carioca,1,843,Grupo,,,Farofa Carioca
29126,lindo,farofa-carioca,2,954,Grupo,,,Farofa Carioca
29127,lua,farofa-carioca,1,1323,Grupo,,,Farofa Carioca
29128,lutar,farofa-carioca,5,636,Grupo,,,Farofa Carioca
29129,madrugar,farofa-carioca,1,674,Grupo,,,Farofa Carioca
29130,mal,farofa-carioca,4,1934,Grupo,,,Farofa Carioca
29131,malandro,farofa-carioca,3,604,Grupo,,,Farofa Carioca
29132,mandar,farofa-carioca,7,1580,Grupo,,,Farofa Carioca
29133,mangueira,farofa-carioca,1,520,Grupo,,,Farofa Carioca
29134,mar,farofa-carioca,1,2991,Grupo,,,Farofa Carioca
29135,matar,farofa-carioca,9,1245,Grupo,,,Farofa Carioca
29136,menino,farofa-carioca,11,1627,Grupo,,,Farofa Carioca
29137,mesmo,farofa-carioca,1,2388,Grupo,,,Farofa Carioca
29138,mil,farofa-carioca,1,621,Grupo,,,Farofa Carioca
29139,momento,farofa-carioca,2,820,Grupo,,,Farofa Carioca
29140,morar,farofa-carioca,8,1152,Grupo,,,Farofa Carioca
29141,morrer,farofa-carioca,13,2666,Grupo,,,Farofa Carioca
29142,mostrar,farofa-carioca,1,717,Grupo,,,Farofa Carioca
29143,moço,farofa-carioca,1,716,Grupo,,,Farofa Carioca
29144,mudar,farofa-carioca,2,1098,Grupo,,,Farofa Carioca
29145,mulher,farofa-carioca,4,2994,Grupo,,,Farofa Carioca
29146,mundo,farofa-carioca,13,3522,Grupo,,,Farofa Carioca
29147,mãe,farofa-carioca,1,789,Grupo,,,Farofa Carioca
29148,mão,farofa-carioca,3,2300,Grupo,,,Farofa Carioca
29149,nascer,farofa-carioca,2,1401,Grupo,,,Farofa Carioca
29150,negar,farofa-carioca,4,1206,Grupo,,,Farofa Carioca
29151,negro,farofa-carioca,11,671,Grupo,,,Farofa Carioca
29152,ninguém,farofa-carioca,7,3085,Grupo,,,Farofa Carioca
29153,noite,farofa-carioca,5,2864,Grupo,,,Farofa Carioca
29154,nunca,farofa-carioca,3,2565,Grupo,,,Farofa Carioca
29155,olhar,farofa-carioca,13,4919,Grupo,,,Farofa Carioca
29156,onda,farofa-carioca,6,683,Grupo,,,Farofa Carioca
29157,outro,farofa-carioca,1,2805,Grupo,,,Farofa Carioca
29158,ouvir,farofa-carioca,1,1639,Grupo,,,Farofa Carioca
29159,pagar,farofa-carioca,5,832,Grupo,,,Farofa Carioca
29160,parar,farofa-carioca,11,1510,Grupo,,,Farofa Carioca
29161,parecer,farofa-carioca,1,793,Grupo,,,Farofa Carioca
29162,parir,farofa-carioca,13,3158,Grupo,,,Farofa Carioca
29163,partir,farofa-carioca,2,1209,Grupo,,,Farofa Carioca
29164,passar,farofa-carioca,9,4368,Grupo,,,Farofa Carioca
29165,pegar,farofa-carioca,8,1843,Grupo,,,Farofa Carioca
29166,peitar,farofa-carioca,1,1462,Grupo,,,Farofa Carioca
29167,pensar,farofa-carioca,3,2418,Grupo,,,Farofa Carioca
29168,perder,farofa-carioca,3,2443,Grupo,,,Farofa Carioca
29169,poder,farofa-carioca,11,7634,Grupo,,,Farofa Carioca
29170,povo,farofa-carioca,6,1256,Grupo,,,Farofa Carioca
29171,prazer,farofa-carioca,1,1042,Grupo,,,Farofa Carioca
29172,precisar,farofa-carioca,2,2443,Grupo,,,Farofa Carioca
29173,preto,farofa-carioca,1,740,Grupo,,,Farofa Carioca
29174,procurar,farofa-carioca,1,2198,Grupo,,,Farofa Carioca
29175,pé,farofa-carioca,2,1424,Grupo,,,Farofa Carioca
29176,qual,farofa-carioca,1,654,Grupo,,,Farofa Carioca
29177,quase,farofa-carioca,1,764,Grupo,,,Farofa Carioca
29178,razão,farofa-carioca,3,1038,Grupo,,,Farofa Carioca
29179,refrão,farofa-carioca,3,1021,Grupo,,,Farofa Carioca
29180,rio,farofa-carioca,7,758,Grupo,,,Farofa Carioca
29181,rir,farofa-carioca,15,839,Grupo,,,Farofa Carioca
29182,ruir,farofa-carioca,4,868,Grupo,,,Farofa Carioca
29183,samba,farofa-carioca,2,1269,Grupo,,,Farofa Carioca
29184,sambar,farofa-carioca,10,6306,Grupo,,,Farofa Carioca
29185,saudade,farofa-carioca,1,2670,Grupo,,,Farofa Carioca
29186,seguir,farofa-carioca,1,771,Grupo,,,Farofa Carioca
29187,sempre,farofa-carioca,8,3360,Grupo,,,Farofa Carioca
29188,sentir,farofa-carioca,4,3125,Grupo,,,Farofa Carioca
29189,sofrer,farofa-carioca,3,2090,Grupo,,,Farofa Carioca
29190,sol,farofa-carioca,1,2154,Grupo,,,Farofa Carioca
29191,solidão,farofa-carioca,1,878,Grupo,,,Farofa Carioca
29192,sonhar,farofa-carioca,3,2462,Grupo,,,Farofa Carioca
29193,sonho,farofa-carioca,2,1098,Grupo,,,Farofa Carioca
29194,sorriso,farofa-carioca,1,896,Grupo,,,Farofa Carioca
29195,suar,farofa-carioca,37,3445,Grupo,,,Farofa Carioca
29196,subir,farofa-carioca,4,519,Grupo,,,Farofa Carioca
29197,tardar,farofa-carioca,3,608,Grupo,,,Farofa Carioca
29198,tempo,farofa-carioca,3,3470,Grupo,,,Farofa Carioca
29199,tentar,farofa-carioca,7,1107,Grupo,,,Farofa Carioca
29200,terra,farofa-carioca,1,1295,Grupo,,,Farofa Carioca
29201,tocar,farofa-carioca,3,1207,Grupo,,,Farofa Carioca
29202,tomar,farofa-carioca,2,897,Grupo,,,Farofa Carioca
29203,trabalhar,farofa-carioca,3,743,Grupo,,,Farofa Carioca
29204,trazer,farofa-carioca,2,1614,Grupo,,,Farofa Carioca
29205,triste,farofa-carioca,1,1063,Grupo,,,Farofa Carioca
29206,tristeza,farofa-carioca,1,1071,Grupo,,,Farofa Carioca
29207,valer,farofa-carioca,1,1283,Grupo,,,Farofa Carioca
29208,ver,farofa-carioca,13,9632,Grupo,,,Farofa Carioca
29209,vida,farofa-carioca,5,6401,Grupo,,,Farofa Carioca
29210,viver,farofa-carioca,8,4828,Grupo,,,Farofa Carioca
29211,vontade,farofa-carioca,1,833,Grupo,,,Farofa Carioca
29212,abrir,gabriel-cavalcante,1,912,Homem,1980-1989,RJ,Gabriel Cavalcante
29213,alegria,gabriel-cavalcante,1,1494,Homem,1980-1989,RJ,Gabriel Cavalcante
29214,algum,gabriel-cavalcante,1,538,Homem,1980-1989,RJ,Gabriel Cavalcante
29215,amar,gabriel-cavalcante,2,9816,Homem,1980-1989,RJ,Gabriel Cavalcante
29216,amor,gabriel-cavalcante,11,31458,Homem,1980-1989,RJ,Gabriel Cavalcante
29217,bater,gabriel-cavalcante,2,1694,Homem,1980-1989,RJ,Gabriel Cavalcante
29218,beijar,gabriel-cavalcante,1,1982,Homem,1980-1989,RJ,Gabriel Cavalcante
29219,bom,gabriel-cavalcante,1,3691,Homem,1980-1989,RJ,Gabriel Cavalcante
29220,bonito,gabriel-cavalcante,1,1166,Homem,1980-1989,RJ,Gabriel Cavalcante
29221,brasil,gabriel-cavalcante,1,1094,Homem,1980-1989,RJ,Gabriel Cavalcante
29222,braço,gabriel-cavalcante,2,799,Homem,1980-1989,RJ,Gabriel Cavalcante
29223,buscar,gabriel-cavalcante,3,674,Homem,1980-1989,RJ,Gabriel Cavalcante
29224,caminhar,gabriel-cavalcante,3,1179,Homem,1980-1989,RJ,Gabriel Cavalcante
29225,cantar,gabriel-cavalcante,5,8891,Homem,1980-1989,RJ,Gabriel Cavalcante
29226,caro,gabriel-cavalcante,2,2089,Homem,1980-1989,RJ,Gabriel Cavalcante
29227,casar,gabriel-cavalcante,2,2147,Homem,1980-1989,RJ,Gabriel Cavalcante
29228,chamar,gabriel-cavalcante,4,1650,Homem,1980-1989,RJ,Gabriel Cavalcante
29229,chegar,gabriel-cavalcante,2,4489,Homem,1980-1989,RJ,Gabriel Cavalcante
29230,chorar,gabriel-cavalcante,7,4386,Homem,1980-1989,RJ,Gabriel Cavalcante
29231,chão,gabriel-cavalcante,1,1037,Homem,1980-1989,RJ,Gabriel Cavalcante
29232,comigo,gabriel-cavalcante,1,1583,Homem,1980-1989,RJ,Gabriel Cavalcante
29233,como,gabriel-cavalcante,4,3838,Homem,1980-1989,RJ,Gabriel Cavalcante
29234,cor,gabriel-cavalcante,1,821,Homem,1980-1989,RJ,Gabriel Cavalcante
29235,coração,gabriel-cavalcante,8,6266,Homem,1980-1989,RJ,Gabriel Cavalcante
29236,correr,gabriel-cavalcante,1,1081,Homem,1980-1989,RJ,Gabriel Cavalcante
29237,cuidar,gabriel-cavalcante,1,514,Homem,1980-1989,RJ,Gabriel Cavalcante
29238,céu,gabriel-cavalcante,1,2061,Homem,1980-1989,RJ,Gabriel Cavalcante
29239,depois,gabriel-cavalcante,1,1839,Homem,1980-1989,RJ,Gabriel Cavalcante
29240,desfazer,gabriel-cavalcante,4,554,Homem,1980-1989,RJ,Gabriel Cavalcante
29241,destinar,gabriel-cavalcante,2,562,Homem,1980-1989,RJ,Gabriel Cavalcante
29242,deus,gabriel-cavalcante,1,3257,Homem,1980-1989,RJ,Gabriel Cavalcante
29243,dizer,gabriel-cavalcante,2,8012,Homem,1980-1989,RJ,Gabriel Cavalcante
29244,dor,gabriel-cavalcante,1,2290,Homem,1980-1989,RJ,Gabriel Cavalcante
29245,emoção,gabriel-cavalcante,1,671,Homem,1980-1989,RJ,Gabriel Cavalcante
29246,esquecer,gabriel-cavalcante,1,2291,Homem,1980-1989,RJ,Gabriel Cavalcante
29247,existir,gabriel-cavalcante,3,1025,Homem,1980-1989,RJ,Gabriel Cavalcante
29248,feliz,gabriel-cavalcante,1,2585,Homem,1980-1989,RJ,Gabriel Cavalcante
29249,fim,gabriel-cavalcante,1,1834,Homem,1980-1989,RJ,Gabriel Cavalcante
29250,flor,gabriel-cavalcante,1,1265,Homem,1980-1989,RJ,Gabriel Cavalcante
29251,fogo,gabriel-cavalcante,1,724,Homem,1980-1989,RJ,Gabriel Cavalcante
29252,frente,gabriel-cavalcante,1,637,Homem,1980-1989,RJ,Gabriel Cavalcante
29253,ganhar,gabriel-cavalcante,2,720,Homem,1980-1989,RJ,Gabriel Cavalcante
29254,gente,gabriel-cavalcante,1,5724,Homem,1980-1989,RJ,Gabriel Cavalcante
29255,gostar,gabriel-cavalcante,1,2259,Homem,1980-1989,RJ,Gabriel Cavalcante
29256,grande,gabriel-cavalcante,2,1626,Homem,1980-1989,RJ,Gabriel Cavalcante
29257,gritar,gabriel-cavalcante,1,642,Homem,1980-1989,RJ,Gabriel Cavalcante
29258,guardar,gabriel-cavalcante,3,807,Homem,1980-1989,RJ,Gabriel Cavalcante
29259,hoje,gabriel-cavalcante,1,2878,Homem,1980-1989,RJ,Gabriel Cavalcante
29260,hora,gabriel-cavalcante,1,2096,Homem,1980-1989,RJ,Gabriel Cavalcante
29261,igual,gabriel-cavalcante,2,658,Homem,1980-1989,RJ,Gabriel Cavalcante
29262,ilusão,gabriel-cavalcante,5,847,Homem,1980-1989,RJ,Gabriel Cavalcante
29263,inteirar,gabriel-cavalcante,1,1032,Homem,1980-1989,RJ,Gabriel Cavalcante
29264,jamais,gabriel-cavalcante,1,638,Homem,1980-1989,RJ,Gabriel Cavalcante
29265,lembrar,gabriel-cavalcante,1,1250,Homem,1980-1989,RJ,Gabriel Cavalcante
