,Palavra,Artista,Quantidade_y,Quantidade_total,Gênero,Década de nascimento,UF de nascimento,Nome
334,corpo,agepe,36,1523,Homem,1940-1949,RJ,Agepê
335,correr,agepe,12,1081,Homem,1940-1949,RJ,Agepê
336,criança,agepe,12,708,Homem,1940-1949,RJ,Agepê
337,cuidar,agepe,4,514,Homem,1940-1949,RJ,Agepê
338,céu,agepe,27,2061,Homem,1940-1949,RJ,Agepê
339,dançar,agepe,68,1429,Homem,1940-1949,RJ,Agepê
340,dentro,agepe,22,1212,Homem,1940-1949,RJ,Agepê
341,depois,agepe,18,1839,Homem,1940-1949,RJ,Agepê
342,desde,agepe,4,562,Homem,1940-1949,RJ,Agepê
343,desejar,agepe,9,1051,Homem,1940-1949,RJ,Agepê
344,desfazer,agepe,10,554,Homem,1940-1949,RJ,Agepê
345,destinar,agepe,13,562,Homem,1940-1949,RJ,Agepê
346,deus,agepe,27,3257,Homem,1940-1949,RJ,Agepê
347,dever,agepe,9,955,Homem,1940-1949,RJ,Agepê
348,dia,agepe,79,4842,Homem,1940-1949,RJ,Agepê
349,dinheiro,agepe,1,680,Homem,1940-1949,RJ,Agepê
350,dizer,agepe,98,8012,Homem,1940-1949,RJ,Agepê
351,doce,agepe,11,690,Homem,1940-1949,RJ,Agepê
352,doer,agepe,11,639,Homem,1940-1949,RJ,Agepê
353,dono,agepe,6,564,Homem,1940-1949,RJ,Agepê
354,dor,agepe,47,2290,Homem,1940-1949,RJ,Agepê
355,dormir,agepe,13,868,Homem,1940-1949,RJ,Agepê
356,embora,agepe,30,1492,Homem,1940-1949,RJ,Agepê
357,emoção,agepe,20,671,Homem,1940-1949,RJ,Agepê
358,encantar,agepe,13,514,Homem,1940-1949,RJ,Agepê
359,encontrar,agepe,9,2135,Homem,1940-1949,RJ,Agepê
360,entender,agepe,6,970,Homem,1940-1949,RJ,Agepê
361,entrar,agepe,32,1652,Homem,1940-1949,RJ,Agepê
362,entregar,agepe,13,774,Homem,1940-1949,RJ,Agepê
363,errar,agepe,11,872,Homem,1940-1949,RJ,Agepê
364,esperançar,agepe,8,622,Homem,1940-1949,RJ,Agepê
365,esperar,agepe,14,1753,Homem,1940-1949,RJ,Agepê
366,esquecer,agepe,29,2291,Homem,1940-1949,RJ,Agepê
367,existir,agepe,16,1025,Homem,1940-1949,RJ,Agepê
368,falar,agepe,12,2676,Homem,1940-1949,RJ,Agepê
369,falir,agepe,3,940,Homem,1940-1949,RJ,Agepê
370,faltar,agepe,5,925,Homem,1940-1949,RJ,Agepê
371,favor,agepe,1,665,Homem,1940-1949,RJ,Agepê
372,felicidade,agepe,31,1110,Homem,1940-1949,RJ,Agepê
373,feliz,agepe,26,2585,Homem,1940-1949,RJ,Agepê
374,festa,agepe,23,808,Homem,1940-1949,RJ,Agepê
375,fim,agepe,23,1834,Homem,1940-1949,RJ,Agepê
376,flor,agepe,22,1265,Homem,1940-1949,RJ,Agepê
377,fogo,agepe,24,724,Homem,1940-1949,RJ,Agepê
378,forte,agepe,23,723,Homem,1940-1949,RJ,Agepê
379,forçar,agepe,19,658,Homem,1940-1949,RJ,Agepê
380,fugir,agepe,4,584,Homem,1940-1949,RJ,Agepê
381,fundir,agepe,6,635,Homem,1940-1949,RJ,Agepê
382,fé,agepe,14,861,Homem,1940-1949,RJ,Agepê
383,ganhar,agepe,5,720,Homem,1940-1949,RJ,Agepê
384,gente,agepe,63,5724,Homem,1940-1949,RJ,Agepê
385,gostar,agepe,48,2259,Homem,1940-1949,RJ,Agepê
386,grande,agepe,11,1626,Homem,1940-1949,RJ,Agepê
387,gritar,agepe,5,642,Homem,1940-1949,RJ,Agepê
388,guardar,agepe,13,807,Homem,1940-1949,RJ,Agepê
389,história,agepe,3,728,Homem,1940-1949,RJ,Agepê
390,hoje,agepe,28,2878,Homem,1940-1949,RJ,Agepê
391,homem,agepe,14,1384,Homem,1940-1949,RJ,Agepê
392,hora,agepe,30,2096,Homem,1940-1949,RJ,Agepê
393,igual,agepe,5,658,Homem,1940-1949,RJ,Agepê
394,ilusão,agepe,28,847,Homem,1940-1949,RJ,Agepê
395,inteirar,agepe,24,1032,Homem,1940-1949,RJ,Agepê
396,irmão,agepe,1,590,Homem,1940-1949,RJ,Agepê
397,jamais,agepe,7,638,Homem,1940-1949,RJ,Agepê
398,jeito,agepe,33,1733,Homem,1940-1949,RJ,Agepê
399,jogar,agepe,14,1562,Homem,1940-1949,RJ,Agepê
400,juntar,agepe,11,544,Homem,1940-1949,RJ,Agepê
401,junto,agepe,2,755,Homem,1940-1949,RJ,Agepê
402,jurar,agepe,7,789,Homem,1940-1949,RJ,Agepê
403,lado,agepe,34,1321,Homem,1940-1949,RJ,Agepê
404,laia,agepe,2,590,Homem,1940-1949,RJ,Agepê
405,lembrar,agepe,15,1250,Homem,1940-1949,RJ,Agepê
406,ler,agepe,13,934,Homem,1940-1949,RJ,Agepê
407,levar,agepe,47,2918,Homem,1940-1949,RJ,Agepê
408,ligar,agepe,11,835,Homem,1940-1949,RJ,Agepê
409,linda,agepe,10,843,Homem,1940-1949,RJ,Agepê
410,lindo,agepe,30,954,Homem,1940-1949,RJ,Agepê
411,longe,agepe,11,852,Homem,1940-1949,RJ,Agepê
412,louco,agepe,13,1032,Homem,1940-1949,RJ,Agepê
413,lua,agepe,38,1323,Homem,1940-1949,RJ,Agepê
414,lugar,agepe,20,1602,Homem,1940-1949,RJ,Agepê
415,lutar,agepe,18,636,Homem,1940-1949,RJ,Agepê
416,luzir,agepe,13,1704,Homem,1940-1949,RJ,Agepê
417,madrugar,agepe,5,674,Homem,1940-1949,RJ,Agepê
418,maior,agepe,9,628,Homem,1940-1949,RJ,Agepê
419,mal,agepe,11,1934,Homem,1940-1949,RJ,Agepê
420,mandar,agepe,17,1580,Homem,1940-1949,RJ,Agepê
421,mangueira,agepe,6,520,Homem,1940-1949,RJ,Agepê
422,manhã,agepe,12,794,Homem,1940-1949,RJ,Agepê
423,mar,agepe,71,2991,Homem,1940-1949,RJ,Agepê
424,maria,agepe,38,1022,Homem,1940-1949,RJ,Agepê
425,matar,agepe,10,1245,Homem,1940-1949,RJ,Agepê
426,medo,agepe,3,979,Homem,1940-1949,RJ,Agepê
427,melhor,agepe,26,1360,Homem,1940-1949,RJ,Agepê
428,menino,agepe,37,1627,Homem,1940-1949,RJ,Agepê
429,mentir,agepe,3,855,Homem,1940-1949,RJ,Agepê
430,merecer,agepe,6,621,Homem,1940-1949,RJ,Agepê
431,mesmo,agepe,21,2388,Homem,1940-1949,RJ,Agepê
432,momento,agepe,7,820,Homem,1940-1949,RJ,Agepê
433,morar,agepe,29,1152,Homem,1940-1949,RJ,Agepê
434,moreno,agepe,71,931,Homem,1940-1949,RJ,Agepê
435,morrer,agepe,17,2666,Homem,1940-1949,RJ,Agepê
436,mostrar,agepe,13,717,Homem,1940-1949,RJ,Agepê
437,moço,agepe,8,716,Homem,1940-1949,RJ,Agepê
438,mudar,agepe,16,1098,Homem,1940-1949,RJ,Agepê
439,mulher,agepe,32,2994,Homem,1940-1949,RJ,Agepê
440,mundo,agepe,66,3522,Homem,1940-1949,RJ,Agepê
441,mãe,agepe,22,789,Homem,1940-1949,RJ,Agepê
442,mão,agepe,35,2300,Homem,1940-1949,RJ,Agepê
443,namorar,agepe,17,737,Homem,1940-1949,RJ,Agepê
444,nascer,agepe,25,1401,Homem,1940-1949,RJ,Agepê
445,negar,agepe,15,1206,Homem,1940-1949,RJ,Agepê
446,negro,agepe,25,671,Homem,1940-1949,RJ,Agepê
447,ninguém,agepe,31,3085,Homem,1940-1949,RJ,Agepê
448,noite,agepe,37,2864,Homem,1940-1949,RJ,Agepê
449,nome,agepe,2,928,Homem,1940-1949,RJ,Agepê
450,novo,agepe,26,1685,Homem,1940-1949,RJ,Agepê
451,nunca,agepe,39,2565,Homem,1940-1949,RJ,Agepê
452,olhar,agepe,73,4919,Homem,1940-1949,RJ,Agepê
453,olho,agepe,19,1668,Homem,1940-1949,RJ,Agepê
454,onda,agepe,8,683,Homem,1940-1949,RJ,Agepê
455,outro,agepe,40,2805,Homem,1940-1949,RJ,Agepê
456,ouvir,agepe,31,1639,Homem,1940-1949,RJ,Agepê
457,pagar,agepe,4,832,Homem,1940-1949,RJ,Agepê
458,pagode,agepe,6,658,Homem,1940-1949,RJ,Agepê
459,pai,agepe,14,835,Homem,1940-1949,RJ,Agepê
460,paixão,agepe,41,1591,Homem,1940-1949,RJ,Agepê
461,palavra,agepe,4,583,Homem,1940-1949,RJ,Agepê
462,parar,agepe,20,1510,Homem,1940-1949,RJ,Agepê
463,parecer,agepe,13,793,Homem,1940-1949,RJ,Agepê
464,parir,agepe,26,3158,Homem,1940-1949,RJ,Agepê
465,partir,agepe,15,1209,Homem,1940-1949,RJ,Agepê
466,passar,agepe,57,4368,Homem,1940-1949,RJ,Agepê
467,paz,agepe,27,1855,Homem,1940-1949,RJ,Agepê
468,pedir,agepe,17,2118,Homem,1940-1949,RJ,Agepê
469,pegar,agepe,33,1843,Homem,1940-1949,RJ,Agepê
470,peitar,agepe,31,1462,Homem,1940-1949,RJ,Agepê
471,pelo,agepe,16,598,Homem,1940-1949,RJ,Agepê
472,penar,agepe,2,1260,Homem,1940-1949,RJ,Agepê
473,pensar,agepe,25,2418,Homem,1940-1949,RJ,Agepê
474,perder,agepe,21,2443,Homem,1940-1949,RJ,Agepê
475,perdoar,agepe,5,606,Homem,1940-1949,RJ,Agepê
476,perdão,agepe,2,586,Homem,1940-1949,RJ,Agepê
477,perguntar,agepe,1,563,Homem,1940-1949,RJ,Agepê
478,perto,agepe,11,647,Homem,1940-1949,RJ,Agepê
479,plantar,agepe,22,762,Homem,1940-1949,RJ,Agepê
480,poder,agepe,75,7634,Homem,1940-1949,RJ,Agepê
481,portar,agepe,5,690,Homem,1940-1949,RJ,Agepê
482,portela,agepe,38,616,Homem,1940-1949,RJ,Agepê
483,pouco,agepe,17,1124,Homem,1940-1949,RJ,Agepê
484,povo,agepe,43,1256,Homem,1940-1949,RJ,Agepê
485,prazer,agepe,30,1042,Homem,1940-1949,RJ,Agepê
486,precisar,agepe,51,2443,Homem,1940-1949,RJ,Agepê
487,preto,agepe,3,740,Homem,1940-1949,RJ,Agepê
488,primeiro,agepe,13,882,Homem,1940-1949,RJ,Agepê
489,procurar,agepe,16,2198,Homem,1940-1949,RJ,Agepê
490,provar,agepe,3,581,Homem,1940-1949,RJ,Agepê
491,pé,agepe,13,1424,Homem,1940-1949,RJ,Agepê
492,qual,agepe,1,654,Homem,1940-1949,RJ,Agepê
493,quantum,agepe,8,531,Homem,1940-1949,RJ,Agepê
494,quase,agepe,4,764,Homem,1940-1949,RJ,Agepê
495,quebrar,agepe,1,614,Homem,1940-1949,RJ,Agepê
496,razão,agepe,12,1038,Homem,1940-1949,RJ,Agepê
497,refrão,agepe,12,1021,Homem,1940-1949,RJ,Agepê
498,rei,agepe,13,998,Homem,1940-1949,RJ,Agepê
499,repente,agepe,16,1108,Homem,1940-1949,RJ,Agepê
500,rio,agepe,7,758,Homem,1940-1949,RJ,Agepê
501,rir,agepe,9,839,Homem,1940-1949,RJ,Agepê
502,rodar,agepe,20,884,Homem,1940-1949,RJ,Agepê
503,rolar,agepe,9,626,Homem,1940-1949,RJ,Agepê
504,rosar,agepe,21,725,Homem,1940-1949,RJ,Agepê
505,ruir,agepe,15,868,Homem,1940-1949,RJ,Agepê
506,salvar,agepe,24,931,Homem,1940-1949,RJ,Agepê
507,samba,agepe,16,1269,Homem,1940-1949,RJ,Agepê
508,sambar,agepe,84,6306,Homem,1940-1949,RJ,Agepê
509,santo,agepe,10,780,Homem,1940-1949,RJ,Agepê
510,saudade,agepe,50,2670,Homem,1940-1949,RJ,Agepê
511,seguir,agepe,4,771,Homem,1940-1949,RJ,Agepê
512,sempre,agepe,27,3360,Homem,1940-1949,RJ,Agepê
513,senhor,agepe,5,1178,Homem,1940-1949,RJ,Agepê
514,sentir,agepe,69,3125,Homem,1940-1949,RJ,Agepê
515,sobrar,agepe,2,608,Homem,1940-1949,RJ,Agepê
516,sofrer,agepe,38,2090,Homem,1940-1949,RJ,Agepê
517,sol,agepe,44,2154,Homem,1940-1949,RJ,Agepê
518,solidão,agepe,18,878,Homem,1940-1949,RJ,Agepê
519,som,agepe,22,643,Homem,1940-1949,RJ,Agepê
520,sonhar,agepe,37,2462,Homem,1940-1949,RJ,Agepê
521,sonho,agepe,8,1098,Homem,1940-1949,RJ,Agepê
522,sorrir,agepe,32,1303,Homem,1940-1949,RJ,Agepê
523,sorriso,agepe,22,896,Homem,1940-1949,RJ,Agepê
524,suar,agepe,49,3445,Homem,1940-1949,RJ,Agepê
525,subir,agepe,3,519,Homem,1940-1949,RJ,Agepê
526,tardar,agepe,10,608,Homem,1940-1949,RJ,Agepê
527,tempo,agepe,73,3470,Homem,1940-1949,RJ,Agepê
528,tentar,agepe,6,1107,Homem,1940-1949,RJ,Agepê
529,terra,agepe,12,1295,Homem,1940-1949,RJ,Agepê
530,tocar,agepe,20,1207,Homem,1940-1949,RJ,Agepê
531,tomar,agepe,11,897,Homem,1940-1949,RJ,Agepê
532,trabalhar,agepe,5,743,Homem,1940-1949,RJ,Agepê
533,trazer,agepe,35,1614,Homem,1940-1949,RJ,Agepê
534,triste,agepe,5,1063,Homem,1940-1949,RJ,Agepê
535,tristeza,agepe,24,1071,Homem,1940-1949,RJ,Agepê
536,valer,agepe,5,1283,Homem,1940-1949,RJ,Agepê
537,velho,agepe,19,1101,Homem,1940-1949,RJ,Agepê
538,ventar,agepe,27,911,Homem,1940-1949,RJ,Agepê
539,ver,agepe,114,9632,Homem,1940-1949,RJ,Agepê
540,verdade,agepe,7,1075,Homem,1940-1949,RJ,Agepê
541,vida,agepe,123,6401,Homem,1940-1949,RJ,Agepê
542,virar,agepe,24,1109,Homem,1940-1949,RJ,Agepê
543,viver,agepe,76,4828,Homem,1940-1949,RJ,Agepê
544,voar,agepe,5,593,Homem,1940-1949,RJ,Agepê
545,voltar,agepe,39,3429,Homem,1940-1949,RJ,Agepê
546,vontade,agepe,16,833,Homem,1940-1949,RJ,Agepê
547,voz,agepe,19,1099,Homem,1940-1949,RJ,Agepê
548,água,agepe,27,1388,Homem,1940-1949,RJ,Agepê
549,abraçar,alcione,19,742,Mulher,1940-1949,MA,Alcione
550,abrir,alcione,37,912,Mulher,1940-1949,MA,Alcione
551,acabar,alcione,52,1832,Mulher,1940-1949,MA,Alcione
552,achar,alcione,28,1151,Mulher,1940-1949,MA,Alcione
553,acontecer,alcione,22,929,Mulher,1940-1949,MA,Alcione
554,acordar,alcione,41,698,Mulher,1940-1949,MA,Alcione
555,acreditar,alcione,27,756,Mulher,1940-1949,MA,Alcione
556,adeus,alcione,57,801,Mulher,1940-1949,MA,Alcione
557,agora,alcione,69,2881,Mulher,1940-1949,MA,Alcione
558,alegria,alcione,44,1494,Mulher,1940-1949,MA,Alcione
559,algum,alcione,14,538,Mulher,1940-1949,MA,Alcione
560,almo,alcione,21,613,Mulher,1940-1949,MA,Alcione
561,alto,alcione,15,649,Mulher,1940-1949,MA,Alcione
562,além,alcione,14,940,Mulher,1940-1949,MA,Alcione
563,amanhã,alcione,42,1094,Mulher,1940-1949,MA,Alcione
564,amar,alcione,322,9816,Mulher,1940-1949,MA,Alcione
565,amigar,alcione,16,701,Mulher,1940-1949,MA,Alcione
566,amigo,alcione,28,635,Mulher,1940-1949,MA,Alcione
567,amor,alcione,910,31458,Mulher,1940-1949,MA,Alcione
568,andar,alcione,43,1990,Mulher,1940-1949,MA,Alcione
569,ano,alcione,21,667,Mulher,1940-1949,MA,Alcione
570,apaixonar,alcione,10,714,Mulher,1940-1949,MA,Alcione
571,apenas,alcione,23,538,Mulher,1940-1949,MA,Alcione
572,aprender,alcione,36,704,Mulher,1940-1949,MA,Alcione
573,ar,alcione,21,778,Mulher,1940-1949,MA,Alcione
574,azul,alcione,16,668,Mulher,1940-1949,MA,Alcione
575,bahia,alcione,11,658,Mulher,1940-1949,MA,Alcione
576,balançar,alcione,25,668,Mulher,1940-1949,MA,Alcione
577,bater,alcione,61,1694,Mulher,1940-1949,MA,Alcione
578,batucar,alcione,24,526,Mulher,1940-1949,MA,Alcione
579,beber,alcione,17,983,Mulher,1940-1949,MA,Alcione
580,beijar,alcione,50,1982,Mulher,1940-1949,MA,Alcione
581,beleza,alcione,20,765,Mulher,1940-1949,MA,Alcione
582,belo,alcione,16,561,Mulher,1940-1949,MA,Alcione
583,boca,alcione,24,1198,Mulher,1940-1949,MA,Alcione
584,bolar,alcione,16,545,Mulher,1940-1949,MA,Alcione
585,bom,alcione,64,3691,Mulher,1940-1949,MA,Alcione
586,bonito,alcione,24,1166,Mulher,1940-1949,MA,Alcione
587,branco,alcione,10,706,Mulher,1940-1949,MA,Alcione
588,brasil,alcione,48,1094,Mulher,1940-1949,MA,Alcione
589,brasileiro,alcione,13,549,Mulher,1940-1949,MA,Alcione
590,braço,alcione,33,799,Mulher,1940-1949,MA,Alcione
591,brigar,alcione,21,610,Mulher,1940-1949,MA,Alcione
592,brilhar,alcione,25,921,Mulher,1940-1949,MA,Alcione
593,brincar,alcione,16,742,Mulher,1940-1949,MA,Alcione
594,buscar,alcione,17,674,Mulher,1940-1949,MA,Alcione
595,cabeça,alcione,19,760,Mulher,1940-1949,MA,Alcione
596,cair,alcione,50,1544,Mulher,1940-1949,MA,Alcione
597,calar,alcione,14,549,Mulher,1940-1949,MA,Alcione
598,calor,alcione,22,629,Mulher,1940-1949,MA,Alcione
599,caminhar,alcione,27,1179,Mulher,1940-1949,MA,Alcione
600,cansar,alcione,39,880,Mulher,1940-1949,MA,Alcione
601,cantar,alcione,310,8891,Mulher,1940-1949,MA,Alcione
602,canção,alcione,26,1030,Mulher,1940-1949,MA,Alcione
603,carnaval,alcione,32,816,Mulher,1940-1949,MA,Alcione
604,caro,alcione,52,2089,Mulher,1940-1949,MA,Alcione
605,casar,alcione,25,2147,Mulher,1940-1949,MA,Alcione
606,certa,alcione,15,522,Mulher,1940-1949,MA,Alcione
607,certo,alcione,6,571,Mulher,1940-1949,MA,Alcione
608,chamar,alcione,46,1650,Mulher,1940-1949,MA,Alcione
609,chegar,alcione,105,4489,Mulher,1940-1949,MA,Alcione
610,cheio,alcione,18,743,Mulher,1940-1949,MA,Alcione
611,chorar,alcione,131,4386,Mulher,1940-1949,MA,Alcione
612,chuva,alcione,20,635,Mulher,1940-1949,MA,Alcione
613,chão,alcione,37,1037,Mulher,1940-1949,MA,Alcione
614,cidade,alcione,33,1002,Mulher,1940-1949,MA,Alcione
615,cima,alcione,4,979,Mulher,1940-1949,MA,Alcione
616,coisa,alcione,80,2410,Mulher,1940-1949,MA,Alcione
617,comer,alcione,126,4536,Mulher,1940-1949,MA,Alcione
618,comigo,alcione,41,1583,Mulher,1940-1949,MA,Alcione
619,como,alcione,128,3838,Mulher,1940-1949,MA,Alcione
620,comprar,alcione,9,536,Mulher,1940-1949,MA,Alcione
621,conhecer,alcione,24,878,Mulher,1940-1949,MA,Alcione
622,conseguir,alcione,21,767,Mulher,1940-1949,MA,Alcione
623,contar,alcione,41,1269,Mulher,1940-1949,MA,Alcione
624,cor,alcione,20,821,Mulher,1940-1949,MA,Alcione
625,coração,alcione,219,6266,Mulher,1940-1949,MA,Alcione
626,corpo,alcione,58,1523,Mulher,1940-1949,MA,Alcione
627,correr,alcione,38,1081,Mulher,1940-1949,MA,Alcione
628,criança,alcione,16,708,Mulher,1940-1949,MA,Alcione
629,cuidar,alcione,12,514,Mulher,1940-1949,MA,Alcione
630,céu,alcione,36,2061,Mulher,1940-1949,MA,Alcione
631,dançar,alcione,32,1429,Mulher,1940-1949,MA,Alcione
632,dentro,alcione,42,1212,Mulher,1940-1949,MA,Alcione
633,depois,alcione,76,1839,Mulher,1940-1949,MA,Alcione
634,desde,alcione,8,562,Mulher,1940-1949,MA,Alcione
635,desejar,alcione,39,1051,Mulher,1940-1949,MA,Alcione
636,desfazer,alcione,16,554,Mulher,1940-1949,MA,Alcione
637,destinar,alcione,11,562,Mulher,1940-1949,MA,Alcione
638,deus,alcione,103,3257,Mulher,1940-1949,MA,Alcione
639,dever,alcione,30,955,Mulher,1940-1949,MA,Alcione
640,dia,alcione,131,4842,Mulher,1940-1949,MA,Alcione
641,dinheiro,alcione,4,680,Mulher,1940-1949,MA,Alcione
642,dizer,alcione,236,8012,Mulher,1940-1949,MA,Alcione
643,doce,alcione,27,690,Mulher,1940-1949,MA,Alcione
644,doer,alcione,48,639,Mulher,1940-1949,MA,Alcione
645,dono,alcione,11,564,Mulher,1940-1949,MA,Alcione
646,dor,alcione,95,2290,Mulher,1940-1949,MA,Alcione
647,dormir,alcione,20,868,Mulher,1940-1949,MA,Alcione
648,embora,alcione,47,1492,Mulher,1940-1949,MA,Alcione
649,emoção,alcione,29,671,Mulher,1940-1949,MA,Alcione
650,encantar,alcione,15,514,Mulher,1940-1949,MA,Alcione
651,encontrar,alcione,53,2135,Mulher,1940-1949,MA,Alcione
652,entender,alcione,48,970,Mulher,1940-1949,MA,Alcione
653,entrar,alcione,33,1652,Mulher,1940-1949,MA,Alcione
654,entregar,alcione,40,774,Mulher,1940-1949,MA,Alcione
655,errar,alcione,32,872,Mulher,1940-1949,MA,Alcione
656,esperançar,alcione,23,622,Mulher,1940-1949,MA,Alcione
657,esperar,alcione,34,1753,Mulher,1940-1949,MA,Alcione
658,esquecer,alcione,69,2291,Mulher,1940-1949,MA,Alcione
659,existir,alcione,20,1025,Mulher,1940-1949,MA,Alcione
660,falar,alcione,81,2676,Mulher,1940-1949,MA,Alcione
661,falir,alcione,38,940,Mulher,1940-1949,MA,Alcione
662,faltar,alcione,48,925,Mulher,1940-1949,MA,Alcione
663,favor,alcione,15,665,Mulher,1940-1949,MA,Alcione
664,felicidade,alcione,17,1110,Mulher,1940-1949,MA,Alcione
665,feliz,alcione,84,2585,Mulher,1940-1949,MA,Alcione
666,festa,alcione,17,808,Mulher,1940-1949,MA,Alcione
667,fim,alcione,56,1834,Mulher,1940-1949,MA,Alcione
668,flor,alcione,26,1265,Mulher,1940-1949,MA,Alcione
669,fogo,alcione,13,724,Mulher,1940-1949,MA,Alcione
670,forte,alcione,23,723,Mulher,1940-1949,MA,Alcione
671,forçar,alcione,24,658,Mulher,1940-1949,MA,Alcione
672,frente,alcione,20,637,Mulher,1940-1949,MA,Alcione
673,fugir,alcione,18,584,Mulher,1940-1949,MA,Alcione
674,fundir,alcione,24,635,Mulher,1940-1949,MA,Alcione
675,fé,alcione,20,861,Mulher,1940-1949,MA,Alcione
676,ganhar,alcione,16,720,Mulher,1940-1949,MA,Alcione
677,gente,alcione,168,5724,Mulher,1940-1949,MA,Alcione
678,gostar,alcione,56,2259,Mulher,1940-1949,MA,Alcione
679,grande,alcione,34,1626,Mulher,1940-1949,MA,Alcione
680,gritar,alcione,24,642,Mulher,1940-1949,MA,Alcione
681,guardar,alcione,33,807,Mulher,1940-1949,MA,Alcione
682,história,alcione,18,728,Mulher,1940-1949,MA,Alcione
683,hoje,alcione,52,2878,Mulher,1940-1949,MA,Alcione
684,homem,alcione,22,1384,Mulher,1940-1949,MA,Alcione
685,hora,alcione,56,2096,Mulher,1940-1949,MA,Alcione
686,igual,alcione,27,658,Mulher,1940-1949,MA,Alcione
687,ilusão,alcione,43,847,Mulher,1940-1949,MA,Alcione
688,inteirar,alcione,35,1032,Mulher,1940-1949,MA,Alcione
689,irmão,alcione,7,590,Mulher,1940-1949,MA,Alcione
690,jamais,alcione,20,638,Mulher,1940-1949,MA,Alcione
691,jeito,alcione,70,1733,Mulher,1940-1949,MA,Alcione
692,jogar,alcione,32,1562,Mulher,1940-1949,MA,Alcione
693,juntar,alcione,14,544,Mulher,1940-1949,MA,Alcione
694,junto,alcione,22,755,Mulher,1940-1949,MA,Alcione
695,jurar,alcione,24,789,Mulher,1940-1949,MA,Alcione
696,lado,alcione,37,1321,Mulher,1940-1949,MA,Alcione
697,laia,alcione,15,590,Mulher,1940-1949,MA,Alcione
698,lembrar,alcione,27,1250,Mulher,1940-1949,MA,Alcione
699,ler,alcione,21,934,Mulher,1940-1949,MA,Alcione
700,levar,alcione,104,2918,Mulher,1940-1949,MA,Alcione
701,ligar,alcione,10,835,Mulher,1940-1949,MA,Alcione
702,linda,alcione,12,843,Mulher,1940-1949,MA,Alcione
703,lindo,alcione,20,954,Mulher,1940-1949,MA,Alcione
704,longe,alcione,12,852,Mulher,1940-1949,MA,Alcione
705,louco,alcione,38,1032,Mulher,1940-1949,MA,Alcione
706,love,alcione,12,637,Mulher,1940-1949,MA,Alcione
707,lua,alcione,21,1323,Mulher,1940-1949,MA,Alcione
708,lugar,alcione,46,1602,Mulher,1940-1949,MA,Alcione
709,lutar,alcione,13,636,Mulher,1940-1949,MA,Alcione
710,luzir,alcione,57,1704,Mulher,1940-1949,MA,Alcione
711,madrugar,alcione,19,674,Mulher,1940-1949,MA,Alcione
712,maior,alcione,15,628,Mulher,1940-1949,MA,Alcione
713,mal,alcione,70,1934,Mulher,1940-1949,MA,Alcione
714,malandro,alcione,19,604,Mulher,1940-1949,MA,Alcione
715,mandar,alcione,37,1580,Mulher,1940-1949,MA,Alcione
716,mangueira,alcione,58,520,Mulher,1940-1949,MA,Alcione
717,manhã,alcione,26,794,Mulher,1940-1949,MA,Alcione
718,mar,alcione,96,2991,Mulher,1940-1949,MA,Alcione
719,maria,alcione,13,1022,Mulher,1940-1949,MA,Alcione
720,matar,alcione,26,1245,Mulher,1940-1949,MA,Alcione
721,medo,alcione,18,979,Mulher,1940-1949,MA,Alcione
722,melhor,alcione,62,1360,Mulher,1940-1949,MA,Alcione
723,menino,alcione,38,1627,Mulher,1940-1949,MA,Alcione
724,mentir,alcione,23,855,Mulher,1940-1949,MA,Alcione
725,merecer,alcione,21,621,Mulher,1940-1949,MA,Alcione
726,mesmo,alcione,73,2388,Mulher,1940-1949,MA,Alcione
727,mexer,alcione,6,533,Mulher,1940-1949,MA,Alcione
728,mil,alcione,16,621,Mulher,1940-1949,MA,Alcione
729,momento,alcione,18,820,Mulher,1940-1949,MA,Alcione
730,morar,alcione,25,1152,Mulher,1940-1949,MA,Alcione
731,moreno,alcione,13,931,Mulher,1940-1949,MA,Alcione
732,morrer,alcione,84,2666,Mulher,1940-1949,MA,Alcione
733,mostrar,alcione,26,717,Mulher,1940-1949,MA,Alcione
734,moço,alcione,18,716,Mulher,1940-1949,MA,Alcione
735,mudar,alcione,43,1098,Mulher,1940-1949,MA,Alcione
736,mulher,alcione,50,2994,Mulher,1940-1949,MA,Alcione
737,mundo,alcione,124,3522,Mulher,1940-1949,MA,Alcione
738,mãe,alcione,20,789,Mulher,1940-1949,MA,Alcione
739,mão,alcione,60,2300,Mulher,1940-1949,MA,Alcione
740,namorar,alcione,8,737,Mulher,1940-1949,MA,Alcione
741,nascer,alcione,28,1401,Mulher,1940-1949,MA,Alcione
742,negar,alcione,24,1206,Mulher,1940-1949,MA,Alcione
743,negro,alcione,13,671,Mulher,1940-1949,MA,Alcione
744,ninguém,alcione,57,3085,Mulher,1940-1949,MA,Alcione
745,noite,alcione,82,2864,Mulher,1940-1949,MA,Alcione
746,nome,alcione,11,928,Mulher,1940-1949,MA,Alcione
747,novo,alcione,57,1685,Mulher,1940-1949,MA,Alcione
748,nunca,alcione,87,2565,Mulher,1940-1949,MA,Alcione
749,olhar,alcione,142,4919,Mulher,1940-1949,MA,Alcione
750,olho,alcione,43,1668,Mulher,1940-1949,MA,Alcione
751,onda,alcione,7,683,Mulher,1940-1949,MA,Alcione
752,outro,alcione,93,2805,Mulher,1940-1949,MA,Alcione
753,ouvir,alcione,49,1639,Mulher,1940-1949,MA,Alcione
